Subject,SubskillID,SubskillDescription,ConceptGroup,DetailedObjective
Language Arts,LA005-04-A,"Participate in daily vocabulary introduction activities during circle time (""word of the day"")",Contextual Understanding,"Create a simple sentence using the ""word of the day"" that demonstrates basic comprehension of its meaning"
Language Arts,LA005-04-A,"Participate in daily vocabulary introduction activities during circle time (""word of the day"")",Vocabulary Application,"Identify and point to an object or picture that represents the ""word of the day"" when shown multiple options"
Language Arts,LA005-04-A,"Participate in daily vocabulary introduction activities during circle time (""word of the day"")",Interactive Engagement,"Raise hand and share a personal example or observation related to the ""word of the day"" when given the opportunity"
Language Arts,LA005-04-A,"Participate in daily vocabulary introduction activities during circle time (""word of the day"")",Memory Recall,"Recall and explain the meaning of at least three previous ""words of the day"" from the current week"
Language Arts,LA005-04-A,"Participate in daily vocabulary introduction activities during circle time (""word of the day"")",Descriptive Language,"Use descriptive words or gestures to help explain the meaning of the ""word of the day"""
Language Arts,LA005-04-B,Match vocabulary words to physical objects or pictures in classroom scavenger hunts,Object Identification,Correctly identify and point to at least 5 common classroom objects when their names are spoken
Language Arts,LA005-04-B,Match vocabulary words to physical objects or pictures in classroom scavenger hunts,Vocabulary Matching,Successfully match 3-4 written word labels to corresponding objects during a guided classroom scavenger hunt
Language Arts,LA005-04-B,Match vocabulary words to physical objects or pictures in classroom scavenger hunts,Visual Comprehension,Locate and retrieve specific objects in the classroom when given a descriptive word clue
Language Arts,LA005-04-B,"Match vocabulary words to physical objects or pictures in classroom scavenger hunts,Category Sorting,Group at least 3 similar objects together based on their shared vocabulary category (e.g., school supplies",furniture,art materials)
Language Arts,LA005-04-B,Match vocabulary words to physical objects or pictures in classroom scavenger hunts,Word-Picture Association,Accurately match picture cards to corresponding physical objects in the classroom with 80% accuracy
Language Arts,LA005-04-B,"Match vocabulary words to physical objects or pictures in classroom scavenger hunts,Directional Skills",Follow simple directional instructions to find specific objects using vocabulary words (e.g.,"""Find something red near the bookshelf"")"
Language Arts,LA005-04-B,Match vocabulary words to physical objects or pictures in classroom scavenger hunts,Memory Recall,Recall and name at least 5 objects from a previous vocabulary scavenger hunt without visual prompts
Language Arts,LA005-04-C,"Use basic action words in following and giving classroom commands,Listening Comprehension,Accurately follow one-step verbal commands using action words like ""sit"", ""stand""","""walk""","and ""stop"""
Language Arts,LA005-04-C,Use basic action words in following and giving classroom commands,Verbal Instruction,Demonstrate understanding of 10 basic classroom action words by performing the corresponding physical action when prompted
Language Arts,LA005-04-C,Use basic action words in following and giving classroom commands,Communication Skills,Create and verbalize simple one-step commands using appropriate action words to guide a peer or teacher
Language Arts,LA005-04-C,Use basic action words in following and giving classroom commands,Vocabulary Expansion,Identify and match action words to corresponding visual representations or pantomime actions
Language Arts,LA005-04-C,Use basic action words in following and giving classroom commands,Sequencing Skills,Execute a series of two connected classroom commands in the correct order when verbally instructed
Language Arts,LA005-04-C,"Use basic action words in following and giving classroom commands,Social Interaction","Use polite action word phrases like ""please sit""","""may I stand"" when interacting with classmates and teachers"
Language Arts,LA005-04-D,"Demonstrate vocabulary understanding through movement and dramatic play (charades, role-play),Action Words,Physically act out simple action verbs like ""jump""","""run""","""swim"" when prompted by a teacher"
Language Arts,LA005-04-D,"Demonstrate vocabulary understanding through movement and dramatic play (charades, role-play),Emotion Expression,Use facial expressions and body language to represent different emotional words like ""happy""","""sad""","""excited"""
Language Arts,LA005-04-D,"Demonstrate vocabulary understanding through movement and dramatic play (charades, role-play),Occupational Vocabulary,Pantomime actions related to different jobs such as ""teacher""","""chef""","""doctor"" without using words"
Language Arts,LA005-04-D,"Demonstrate vocabulary understanding through movement and dramatic play (charades, role-play)",Animal Characteristics,Mimic animal movements and behaviors to represent specific animal names and their unique traits
Language Arts,LA005-04-D,"Demonstrate vocabulary understanding through movement and dramatic play (charades, role-play)",Story Comprehension,Physically act out key characters and events from a recently read storybook using appropriate gestures and movements
Language Arts,LA005-04-D,"Demonstrate vocabulary understanding through movement and dramatic play (charades, role-play),Descriptive Vocabulary,Use body positioning and gestures to represent size-related words like ""tiny"", ""enormous""","""tall""","""short"""
Language Arts,LA005-04-E,Contribute to collaborative word walls with illustrations and example sentences,Vocabulary Engagement,Draw a simple picture that represents a new vocabulary word
Language Arts,LA005-04-E,Contribute to collaborative word walls with illustrations and example sentences,Word Representation,Create a basic sentence using a word from the class word wall
Language Arts,LA005-04-E,Contribute to collaborative word walls with illustrations and example sentences,Visual Communication,Match an illustration to a corresponding word on the word wall
Language Arts,LA005-04-E,Contribute to collaborative word walls with illustrations and example sentences,Descriptive Skills,Verbally explain the meaning of a word while pointing to its illustration
Language Arts,LA005-04-E,Contribute to collaborative word walls with illustrations and example sentences,Collaborative Learning,Suggest a new word to add to the class word wall with a simple drawing
Language Arts,LA005-04-E,Contribute to collaborative word walls with illustrations and example sentences,Language Exploration,Use a word wall word in a complete spoken sentence with teacher guidance
Language Arts,LA005-04-F,"Apply vocabulary in structured activities (weather reports, counting exercises, simple experiments)",Weather Vocabulary,Correctly identify and use 5-7 basic weather-related words during daily weather discussion
